date,product,quantity,unit_price,unit_cost,stock,region,channel
2026-01-19,Wireless Headphones,27,97.07,52.2,95,South,Wholesale
2026-01-19,Office Chair,15,154.51,89.25,44,North,Online
2026-01-19,Gaming Mouse,32,41.9,22.64,188,North,Online
2026-01-19,LED Monitor,18,193.67,106.5,73,North,Online
2026-01-19,Laptop Stand,28,34.3,21.49,108,East,Wholesale
2026-01-19,Mechanical Keyboard,25,98.49,53.17,124,West,Wholesale
2026-01-19,Webcam,16,55.77,34.0,61,North,Wholesale
2026-01-20,Smart Speaker,22,71.4,42.5,60,South,Online
2026-01-20,Wireless Headphones,42,91.71,55.74,201,East,Wholesale
2026-01-20,Office Chair,15,151.32,85.71,1,North,Retail
2026-01-20,Gaming Mouse,26,43.33,25.08,109,East,Online
2026-01-20,LED Monitor,23,206.38,119.52,32,West,Online
2026-01-20,Laptop Stand,22,34.04,20.25,127,North,Retail
2026-01-20,Mechanical Keyboard,26,94.6,56.92,111,West,Retail
2026-01-20,Webcam,16,55.04,33.45,27,South,Retail
2026-01-21,Smart Speaker,25,72.7,41.8,99,North,Online
2026-01-21,Wireless Headphones,25,88.27,54.58,157,North,Wholesale
2026-01-21,Office Chair,13,160.77,85.2,50,East,Wholesale
2026-01-21,Gaming Mouse,43,44.05,24.3,113,South,Online
2026-01-21,LED Monitor,17,202.28,115.29,61,West,Online
2026-01-21,Laptop Stand,35,36.36,21.22,39,East,Wholesale
2026-01-21,Mechanical Keyboard,27,96.46,56.19,87,South,Wholesale
2026-01-21,Webcam,23,61.27,35.98,109,West,Wholesale
2026-01-22,Smart Speaker,21,69.68,40.59,112,West,Online
2026-01-22,Wireless Headphones,29,89.51,54.45,71,East,Retail
2026-01-22,Office Chair,15,150.28,89.73,28,East,Retail
2026-01-22,Gaming Mouse,45,43.36,27.6,142,West,Retail
2026-01-22,LED Monitor,19,196.71,117.11,40,East,Retail
2026-01-22,Laptop Stand,24,37.63,20.43,34,North,Wholesale
2026-01-22,Mechanical Keyboard,22,97.63,59.52,88,South,Online
2026-01-22,Webcam,23,59.51,34.56,57,South,Retail
2026-01-23,Smart Speaker,19,69.78,42.04,81,West,Retail
2026-01-23,Wireless Headphones,29,94.47,51.6,78,West,Wholesale
2026-01-23,Office Chair,17,161.08,89.18,47,East,Retail
2026-01-23,Gaming Mouse,28,41.98,25.0,68,North,Online
2026-01-23,LED Monitor,15,188.37,106.29,66,West,Wholesale
2026-01-23,Laptop Stand,26,36.71,19.96,55,West,Online
2026-01-23,Mechanical Keyboard,25,94.19,55.06,59,East,Retail
2026-01-23,Webcam,19,57.24,34.02,43,East,Wholesale
2026-01-24,Smart Speaker,21,80.14,45.67,55,West,Online
2026-01-24,Wireless Headphones,21,87.58,52.54,105,West,Retail
2026-01-24,Office Chair,12,152.32,84.16,29,North,Online
2026-01-24,Gaming Mouse,38,44.7,23.33,103,North,Retail
2026-01-24,LED Monitor,16,193.89,118.4,58,North,Wholesale
2026-01-24,Laptop Stand,20,34.26,20.32,39,West,Retail
2026-01-24,Mechanical Keyboard,13,94.43,53.02,55,North,Wholesale
2026-01-24,Webcam,18,59.3,35.74,48,West,Online
2026-01-25,Smart Speaker,24,73.19,42.15,50,South,Wholesale
2026-01-25,Wireless Headphones,21,86.54,44.57,65,East,Online
2026-01-25,Office Chair,12,154.48,90.89,21,South,Retail
2026-01-25,Gaming Mouse,36,42.45,25.87,148,North,Retail
2026-01-25,LED Monitor,14,195.62,124.79,57,North,Online
2026-01-25,Laptop Stand,20,35.88,21.58,73,North,Retail
2026-01-25,Mechanical Keyboard,21,100.0,60.0,83,East,Online
2026-01-25,Webcam,13,58.55,35.83,46,South,Retail
2026-01-26,Smart Speaker,23,76.14,44.28,90,West,Wholesale
2026-01-26,Wireless Headphones,28,91.22,53.72,128,South,Retail
2026-01-26,Office Chair,12,146.11,83.55,52,West,Wholesale
2026-01-26,Gaming Mouse,24,43.73,24.09,93,South,Wholesale
2026-01-26,LED Monitor,19,198.65,119.26,99,West,Online
2026-01-26,Laptop Stand,23,36.58,23.35,101,East,Retail
2026-01-26,Mechanical Keyboard,16,97.3,55.65,48,West,Online
2026-01-26,Webcam,19,56.73,33.22,52,South,Online
2026-01-27,Smart Speaker,23,74.97,45.69,85,West,Online
2026-01-27,Wireless Headphones,18,90.6,50.07,86,South,Retail
2026-01-27,Office Chair,18,164.99,91.13,17,South,Online
2026-01-27,Gaming Mouse,36,40.23,23.31,134,East,Wholesale
2026-01-27,LED Monitor,15,193.54,111.02,74,East,Retail
2026-01-27,Laptop Stand,27,38.83,21.41,57,South,Wholesale
2026-01-27,Mechanical Keyboard,29,97.39,61.77,86,South,Online
2026-01-27,Webcam,20,56.84,35.33,87,North,Retail
2026-01-28,Smart Speaker,28,76.43,43.59,66,North,Online
2026-01-28,Wireless Headphones,19,90.39,55.39,87,North,Wholesale
2026-01-28,Office Chair,15,150.75,83.78,61,East,Online
2026-01-28,Gaming Mouse,25,42.18,23.82,47,West,Wholesale
2026-01-28,LED Monitor,21,198.14,108.58,70,South,Wholesale
2026-01-28,Laptop Stand,39,37.82,20.79,117,East,Online
2026-01-28,Mechanical Keyboard,20,96.95,61.81,119,East,Wholesale
2026-01-28,Webcam,20,59.0,31.16,12,South,Wholesale
2026-01-29,Smart Speaker,22,69.24,40.97,100,North,Retail
2026-01-29,Wireless Headphones,29,90.78,53.85,19,North,Wholesale
2026-01-29,Office Chair,13,150.33,93.81,57,West,Wholesale
2026-01-29,Gaming Mouse,33,43.66,24.48,144,North,Online
2026-01-29,LED Monitor,22,199.25,123.04,41,South,Online
2026-01-29,Laptop Stand,28,37.44,21.31,100,West,Retail
2026-01-29,Mechanical Keyboard,20,92.78,53.24,111,North,Retail
2026-01-29,Webcam,18,60.66,32.94,93,South,Retail
2026-01-30,Smart Speaker,17,73.62,46.84,43,East,Retail
2026-01-30,Wireless Headphones,20,91.9,49.57,129,South,Wholesale
2026-01-30,Office Chair,13,156.61,87.07,44,South,Retail
2026-01-30,Gaming Mouse,40,40.49,24.02,50,West,Wholesale
2026-01-30,LED Monitor,16,218.66,126.73,32,North,Retail
2026-01-30,Laptop Stand,18,35.79,22.75,88,East,Online
2026-01-30,Mechanical Keyboard,19,95.32,55.87,45,South,Online
2026-01-30,Webcam,20,59.1,34.01,83,East,Online
2026-01-31,Smart Speaker,18,77.73,42.5,12,West,Online
2026-01-31,Wireless Headphones,28,93.0,52.1,148,West,Online
2026-01-31,Office Chair,13,150.39,96.03,37,East,Retail
2026-01-31,Gaming Mouse,44,42.58,25.72,166,East,Retail
2026-01-31,LED Monitor,19,198.38,119.43,49,South,Retail
2026-01-31,Laptop Stand,25,35.5,21.13,90,North,Wholesale
2026-01-31,Mechanical Keyboard,24,102.72,62.82,60,South,Online
2026-01-31,Webcam,22,56.07,35.91,34,North,Online
2026-02-01,Smart Speaker,20,73.87,39.96,87,East,Online
2026-02-01,Wireless Headphones,20,92.61,58.69,56,East,Retail
2026-02-01,Office Chair,15,154.5,95.8,37,North,Online
2026-02-01,Gaming Mouse,24,40.22,24.74,119,East,Online
2026-02-01,LED Monitor,22,211.15,125.25,16,West,Wholesale
2026-02-01,Laptop Stand,21,36.11,19.93,33,West,Retail
2026-02-01,Mechanical Keyboard,23,88.28,50.35,90,North,Online
2026-02-01,Webcam,14,57.86,32.12,59,East,Online
2026-02-02,Smart Speaker,21,73.1,42.37,114,East,Retail
2026-02-02,Wireless Headphones,31,87.05,51.07,75,East,Wholesale
2026-02-02,Office Chair,16,152.29,86.51,33,West,Retail
2026-02-02,Gaming Mouse,34,41.46,25.91,227,West,Wholesale
2026-02-02,LED Monitor,19,205.19,117.37,29,South,Online
2026-02-02,Laptop Stand,29,36.4,22.7,108,West,Retail
2026-02-02,Mechanical Keyboard,19,94.34,58.13,95,West,Wholesale
2026-02-02,Webcam,25,57.68,35.16,63,East,Online
2026-02-03,Smart Speaker,26,74.12,42.59,68,East,Online
2026-02-03,Wireless Headphones,23,89.96,50.74,68,West,Online
2026-02-03,Office Chair,15,155.04,98.01,60,South,Online
2026-02-03,Gaming Mouse,32,43.15,24.53,79,South,Online
2026-02-03,LED Monitor,16,182.53,101.99,3,South,Wholesale
2026-02-03,Laptop Stand,23,36.04,18.69,131,West,Retail
2026-02-03,Mechanical Keyboard,24,94.91,57.4,89,South,Online
2026-02-03,Webcam,19,57.06,33.8,90,South,Online
2026-02-04,Smart Speaker,24,74.6,43.19,83,South,Online
2026-02-04,Wireless Headphones,29,87.86,49.8,110,South,Wholesale
2026-02-04,Office Chair,15,159.78,90.15,50,West,Wholesale
2026-02-04,Gaming Mouse,38,38.71,20.81,96,West,Wholesale
2026-02-04,LED Monitor,19,195.96,120.51,28,North,Wholesale
2026-02-04,Laptop Stand,29,36.43,21.29,0,West,Online
2026-02-04,Mechanical Keyboard,25,98.9,59.51,86,East,Online
2026-02-04,Webcam,25,60.34,35.5,124,West,Online
2026-02-05,Smart Speaker,17,73.97,42.07,0,South,Retail
2026-02-05,Wireless Headphones,31,88.82,49.45,91,West,Retail
2026-02-05,Office Chair,16,151.52,91.85,22,South,Wholesale
2026-02-05,Gaming Mouse,45,40.49,22.68,43,West,Wholesale
2026-02-05,LED Monitor,19,202.9,117.57,47,East,Retail
2026-02-05,Laptop Stand,23,34.05,20.5,113,North,Online
2026-02-05,Mechanical Keyboard,27,98.94,57.69,123,East,Retail
2026-02-05,Webcam,18,57.05,34.2,19,North,Online
2026-02-06,Smart Speaker,23,78.53,45.45,47,South,Retail
2026-02-06,Wireless Headphones,33,86.77,45.13,12,West,Online
2026-02-06,Office Chair,18,147.94,84.6,35,South,Wholesale
2026-02-06,Gaming Mouse,46,42.62,25.87,139,South,Retail
2026-02-06,LED Monitor,19,190.93,109.76,81,North,Retail
2026-02-06,Laptop Stand,31,37.64,19.85,0,East,Online
2026-02-06,Mechanical Keyboard,28,96.86,57.32,100,North,Online
2026-02-06,Webcam,17,59.94,34.14,63,South,Online
2026-02-07,Smart Speaker,17,72.08,46.64,35,West,Retail
2026-02-07,Wireless Headphones,30,88.83,53.31,94,North,Wholesale
2026-02-07,Office Chair,14,152.04,96.12,48,North,Online
2026-02-07,Gaming Mouse,33,40.64,23.89,85,South,Retail
2026-02-07,LED Monitor,14,214.87,125.21,40,South,Wholesale
2026-02-07,Laptop Stand,27,35.2,19.26,73,South,Online
2026-02-07,Mechanical Keyboard,20,93.01,52.85,53,North,Wholesale
2026-02-07,Webcam,19,62.52,38.76,103,East,Online
2026-02-08,Smart Speaker,27,74.59,45.47,75,South,Wholesale
2026-02-08,Wireless Headphones,31,90.51,47.69,78,East,Wholesale
2026-02-08,Office Chair,14,157.55,87.83,46,East,Retail
2026-02-08,Gaming Mouse,45,41.7,23.34,138,West,Wholesale
2026-02-08,LED Monitor,18,212.21,126.1,81,North,Online
2026-02-08,Laptop Stand,23,34.67,20.36,0,West,Retail
2026-02-08,Mechanical Keyboard,24,95.27,54.99,28,West,Online
2026-02-08,Webcam,17,56.03,33.41,58,North,Online
2026-02-09,Smart Speaker,20,73.99,45.9,80,West,Online
2026-02-09,Wireless Headphones,33,89.09,52.75,94,East,Online
2026-02-09,Office Chair,13,148.82,90.36,75,East,Retail
2026-02-09,Gaming Mouse,35,41.34,25.07,114,East,Online
2026-02-09,LED Monitor,17,208.65,131.25,68,East,Online
2026-02-09,Laptop Stand,27,36.01,22.11,47,West,Online
2026-02-09,Mechanical Keyboard,23,90.2,54.64,109,South,Online
2026-02-09,Webcam,23,54.79,31.82,55,North,Retail
2026-02-10,Smart Speaker,23,73.8,41.95,66,North,Wholesale
2026-02-10,Wireless Headphones,27,96.03,53.87,103,East,Wholesale
2026-02-10,Office Chair,14,162.5,96.91,42,East,Online
2026-02-10,Gaming Mouse,29,41.17,24.57,149,West,Online
2026-02-10,LED Monitor,19,196.26,120.49,64,East,Retail
2026-02-10,Laptop Stand,23,37.91,21.17,96,West,Online
2026-02-10,Mechanical Keyboard,28,93.45,51.35,145,North,Wholesale
2026-02-10,Webcam,18,58.76,33.69,78,North,Wholesale
2026-02-11,Smart Speaker,22,75.76,45.49,52,North,Wholesale
2026-02-11,Wireless Headphones,32,84.91,52.52,101,North,Online
2026-02-11,Office Chair,12,151.57,80.81,58,West,Online
2026-02-11,Gaming Mouse,39,42.79,26.06,123,South,Wholesale
2026-02-11,LED Monitor,24,199.79,117.79,43,East,Retail
2026-02-11,Laptop Stand,35,36.76,22.08,62,West,Retail
2026-02-11,Mechanical Keyboard,25,93.31,52.51,136,East,Wholesale
2026-02-11,Webcam,18,63.88,38.85,41,East,Online
2026-02-12,Smart Speaker,16,74.25,44.69,117,North,Online
2026-02-12,Wireless Headphones,23,88.63,58.82,129,West,Retail
2026-02-12,Office Chair,11,143.5,83.4,43,West,Wholesale
2026-02-12,Gaming Mouse,33,40.9,22.52,176,South,Wholesale
2026-02-12,LED Monitor,18,197.73,118.87,34,East,Wholesale
2026-02-12,Laptop Stand,25,35.8,22.53,45,West,Retail
2026-02-12,Mechanical Keyboard,30,97.04,55.94,152,South,Online
2026-02-12,Webcam,21,57.32,33.51,88,North,Retail
2026-02-13,Smart Speaker,13,75.33,41.25,87,South,Retail
2026-02-13,Wireless Headphones,33,86.05,48.53,72,North,Retail
2026-02-13,Office Chair,17,146.18,89.6,51,East,Online
2026-02-13,Gaming Mouse,35,42.47,24.12,114,East,Online
2026-02-13,LED Monitor,14,200.4,100.44,5,North,Online
2026-02-13,Laptop Stand,24,34.92,20.2,64,South,Online
2026-02-13,Mechanical Keyboard,16,89.39,53.83,57,West,Retail
2026-02-13,Webcam,17,58.72,33.84,58,North,Online
2026-02-14,Smart Speaker,19,70.82,42.7,108,South,Retail
2026-02-14,Wireless Headphones,24,86.72,48.86,76,East,Online
2026-02-14,Office Chair,11,146.97,85.46,0,East,Online
2026-02-14,Gaming Mouse,31,40.61,24.5,144,East,Retail
2026-02-14,LED Monitor,16,190.13,105.63,58,East,Wholesale
2026-02-14,Laptop Stand,31,35.58,21.17,12,West,Retail
2026-02-14,Mechanical Keyboard,15,99.43,57.19,87,West,Online
2026-02-14,Webcam,20,57.31,32.89,52,South,Online
2026-02-15,Smart Speaker,22,81.28,51.24,10,West,Retail
2026-02-15,Wireless Headphones,26,92.99,53.05,102,North,Online
2026-02-15,Office Chair,10,166.35,96.73,22,North,Retail
2026-02-15,Gaming Mouse,26,41.58,22.3,62,East,Retail
2026-02-15,LED Monitor,21,201.22,120.56,52,West,Retail
2026-02-15,Laptop Stand,21,35.08,20.78,67,South,Online
2026-02-15,Mechanical Keyboard,22,100.21,62.05,49,East,Wholesale
2026-02-15,Webcam,16,56.18,33.99,80,South,Online
2026-02-16,Smart Speaker,19,70.17,40.98,65,South,Wholesale
2026-02-16,Wireless Headphones,32,90.9,48.52,63,West,Retail
2026-02-16,Office Chair,13,146.17,88.32,32,South,Retail
2026-02-16,Gaming Mouse,34,41.59,25.82,40,West,Wholesale
2026-02-16,LED Monitor,16,199.13,116.52,44,North,Wholesale
2026-02-16,Laptop Stand,25,34.72,22.18,63,East,Retail
2026-02-16,Mechanical Keyboard,29,97.22,55.99,81,South,Online
2026-02-16,Webcam,20,54.82,28.81,101,West,Online
2026-02-17,Smart Speaker,24,73.39,42.92,33,North,Wholesale
2026-02-17,Wireless Headphones,32,97.6,56.99,154,West,Online
2026-02-17,Office Chair,18,156.23,91.88,53,South,Retail
2026-02-17,Gaming Mouse,38,40.85,22.94,152,North,Retail
2026-02-17,LED Monitor,14,201.57,110.37,71,South,Retail
2026-02-17,Laptop Stand,27,35.31,22.09,103,North,Online
2026-02-17,Mechanical Keyboard,40,96.16,60.11,53,East,Wholesale
2026-02-17,Webcam,17,57.96,34.55,83,West,Online
2026-02-18,Smart Speaker,20,75.58,43.0,25,East,Online
2026-02-18,Wireless Headphones,31,89.55,53.36,117,East,Wholesale
2026-02-18,Office Chair,14,160.03,90.21,39,East,Retail
2026-02-18,Gaming Mouse,37,42.51,22.14,56,South,Wholesale
2026-02-18,LED Monitor,22,184.75,106.72,80,West,Online
2026-02-18,Laptop Stand,27,36.44,22.27,83,East,Wholesale
2026-02-18,Mechanical Keyboard,32,97.34,56.36,6,North,Retail
2026-02-18,Webcam,17,55.53,31.98,48,West,Online
2026-02-19,Smart Speaker,26,74.66,42.19,49,South,Retail
2026-02-19,Wireless Headphones,29,90.82,49.84,156,West,Retail
2026-02-19,Office Chair,7,155.46,95.02,54,North,Retail
2026-02-19,Gaming Mouse,35,42.26,25.49,36,South,Wholesale
2026-02-19,LED Monitor,25,198.23,124.06,138,North,Online
2026-02-19,Laptop Stand,22,35.67,21.86,134,West,Retail
2026-02-19,Mechanical Keyboard,25,97.64,54.55,0,West,Online
2026-02-19,Webcam,16,59.31,31.05,40,East,Online
2026-02-20,Smart Speaker,23,73.88,46.99,113,South,Retail
2026-02-20,Wireless Headphones,37,94.49,54.45,89,South,Online
2026-02-20,Office Chair,12,152.04,94.2,52,South,Online
2026-02-20,Gaming Mouse,28,40.89,23.52,145,North,Online
2026-02-20,LED Monitor,21,199.36,116.48,80,West,Retail
2026-02-20,Laptop Stand,19,34.63,19.85,93,East,Retail
2026-02-20,Mechanical Keyboard,24,101.72,56.84,54,East,Wholesale
2026-02-20,Webcam,16,60.35,29.99,44,East,Retail
2026-02-21,Smart Speaker,19,76.78,49.59,65,North,Retail
2026-02-21,Wireless Headphones,40,90.25,52.21,119,East,Wholesale
2026-02-21,Office Chair,13,152.38,96.23,36,East,Online
2026-02-21,Gaming Mouse,34,44.69,24.78,59,East,Retail
2026-02-21,LED Monitor,13,198.81,124.54,8,South,Wholesale
2026-02-21,Laptop Stand,31,35.97,19.86,67,South,Wholesale
2026-02-21,Mechanical Keyboard,23,95.07,53.68,85,East,Online
2026-02-21,Webcam,19,60.73,38.1,40,North,Wholesale
2026-02-22,Smart Speaker,19,70.16,41.44,32,South,Retail
2026-02-22,Wireless Headphones,20,89.53,47.71,112,East,Wholesale
2026-02-22,Office Chair,13,161.11,91.89,45,East,Online
2026-02-22,Gaming Mouse,36,43.53,26.34,78,North,Retail
2026-02-22,LED Monitor,14,192.85,111.11,79,East,Retail
2026-02-22,Laptop Stand,30,35.93,20.37,118,West,Online
2026-02-22,Mechanical Keyboard,33,95.41,55.77,122,North,Online
2026-02-22,Webcam,23,54.04,30.63,67,East,Wholesale
2026-02-23,Smart Speaker,25,75.75,46.35,83,North,Wholesale
2026-02-23,Wireless Headphones,38,86.39,50.92,98,South,Online
2026-02-23,Office Chair,12,144.48,79.45,62,South,Wholesale
2026-02-23,Gaming Mouse,29,42.61,23.4,79,East,Wholesale
2026-02-23,LED Monitor,19,190.74,111.44,67,West,Retail
2026-02-23,Laptop Stand,28,35.1,20.49,111,South,Retail
2026-02-23,Mechanical Keyboard,29,98.66,59.91,89,South,Wholesale
2026-02-23,Webcam,21,54.62,30.38,54,West,Retail
2026-02-24,Smart Speaker,25,71.91,46.04,68,North,Retail
2026-02-24,Wireless Headphones,28,85.87,49.48,97,East,Retail
2026-02-24,Office Chair,20,154.31,89.1,66,South,Online
2026-02-24,Gaming Mouse,40,40.12,21.74,118,West,Online
2026-02-24,LED Monitor,17,198.84,116.57,40,West,Online
2026-02-24,Laptop Stand,30,34.71,19.5,109,North,Retail
2026-02-24,Mechanical Keyboard,24,92.97,51.1,75,South,Online
2026-02-24,Webcam,23,55.29,33.24,41,North,Retail
2026-02-25,Smart Speaker,21,79.24,43.26,83,East,Wholesale
2026-02-25,Wireless Headphones,36,89.91,55.53,129,West,Retail
2026-02-25,Office Chair,24,158.01,89.04,53,East,Wholesale
2026-02-25,Gaming Mouse,41,42.73,26.02,159,East,Wholesale
2026-02-25,LED Monitor,27,211.64,127.84,61,South,Online
2026-02-25,Laptop Stand,27,35.76,18.39,152,West,Wholesale
2026-02-25,Mechanical Keyboard,18,98.99,57.39,73,East,Online
2026-02-25,Webcam,14,57.98,33.77,67,West,Wholesale
2026-02-26,Smart Speaker,25,76.74,45.45,62,East,Wholesale
2026-02-26,Wireless Headphones,26,91.41,53.68,182,South,Retail
2026-02-26,Office Chair,17,157.74,86.48,27,South,Online
2026-02-26,Gaming Mouse,42,42.34,24.29,179,West,Retail
2026-02-26,LED Monitor,15,180.7,111.36,56,East,Online
2026-02-26,Laptop Stand,28,37.29,21.49,102,East,Wholesale
2026-02-26,Mechanical Keyboard,27,101.66,54.01,75,West,Retail
2026-02-26,Webcam,21,57.19,32.25,107,South,Wholesale
2026-02-27,Smart Speaker,31,75.37,43.06,83,East,Retail
2026-02-27,Wireless Headphones,36,85.36,44.9,103,South,Wholesale
2026-02-27,Office Chair,15,158.65,94.52,13,West,Wholesale
2026-02-27,Gaming Mouse,42,42.25,22.84,87,West,Online
2026-02-27,LED Monitor,24,184.44,108.97,31,North,Online
2026-02-27,Laptop Stand,29,35.71,21.39,124,East,Online
2026-02-27,Mechanical Keyboard,18,100.79,60.96,93,West,Online
2026-02-27,Webcam,23,62.15,35.82,61,East,Wholesale
2026-02-28,Smart Speaker,18,71.22,41.59,53,South,Retail
2026-02-28,Wireless Headphones,23,88.48,48.79,92,North,Wholesale
2026-02-28,Office Chair,14,153.49,89.86,9,South,Online
2026-02-28,Gaming Mouse,31,42.32,22.17,41,North,Online
2026-02-28,LED Monitor,22,201.65,117.74,30,East,Online
2026-02-28,Laptop Stand,27,36.88,21.62,140,West,Retail
2026-02-28,Mechanical Keyboard,24,90.31,52.95,119,West,Wholesale
2026-02-28,Webcam,21,60.93,34.08,69,West,Online
2026-03-01,Smart Speaker,22,76.04,40.06,83,West,Online
2026-03-01,Wireless Headphones,22,86.0,51.44,74,East,Wholesale
2026-03-01,Office Chair,15,155.31,89.29,49,South,Wholesale
2026-03-01,Gaming Mouse,36,41.38,25.54,132,West,Online
2026-03-01,LED Monitor,18,201.47,105.78,60,East,Retail
2026-03-01,Laptop Stand,34,36.28,21.13,57,South,Wholesale
2026-03-01,Mechanical Keyboard,23,100.4,55.63,57,West,Online
2026-03-01,Webcam,25,57.61,32.47,1,East,Online
2026-03-02,Smart Speaker,25,75.36,42.24,49,North,Online
2026-03-02,Wireless Headphones,45,92.58,58.03,167,East,Wholesale
2026-03-02,Office Chair,14,150.24,95.4,25,West,Retail
2026-03-02,Gaming Mouse,29,41.81,21.76,35,West,Retail
2026-03-02,LED Monitor,15,205.36,119.15,72,West,Retail
2026-03-02,Laptop Stand,27,37.25,22.11,71,North,Online
2026-03-02,Mechanical Keyboard,27,91.76,54.27,79,East,Retail
2026-03-02,Webcam,21,58.39,34.21,65,North,Wholesale
2026-03-03,Smart Speaker,26,72.22,39.56,95,North,Wholesale
2026-03-03,Wireless Headphones,35,88.35,46.1,163,West,Wholesale
2026-03-03,Office Chair,17,166.45,97.29,55,South,Retail
2026-03-03,Gaming Mouse,39,45.46,25.22,61,East,Wholesale
2026-03-03,LED Monitor,26,194.0,115.02,90,East,Online
2026-03-03,Laptop Stand,35,37.79,22.27,69,North,Online
2026-03-03,Mechanical Keyboard,25,104.47,58.92,98,West,Retail
2026-03-03,Webcam,22,57.42,34.47,85,North,Online
2026-03-04,Smart Speaker,30,73.83,40.73,45,West,Online
2026-03-04,Wireless Headphones,33,89.8,50.64,164,South,Wholesale
2026-03-04,Office Chair,14,149.16,85.58,77,West,Online
2026-03-04,Gaming Mouse,38,42.98,24.5,135,East,Wholesale
2026-03-04,LED Monitor,16,194.78,115.04,98,South,Online
2026-03-04,Laptop Stand,41,36.61,20.78,87,West,Online
2026-03-04,Mechanical Keyboard,25,97.29,57.68,37,South,Retail
2026-03-04,Webcam,14,57.55,35.36,84,East,Wholesale
2026-03-05,Smart Speaker,32,72.86,37.88,86,West,Online
2026-03-05,Wireless Headphones,26,90.94,51.49,120,West,Retail
2026-03-05,Office Chair,18,145.83,90.35,36,East,Retail
2026-03-05,Gaming Mouse,31,44.83,24.71,18,West,Retail
2026-03-05,LED Monitor,24,203.48,125.12,81,West,Retail
2026-03-05,Laptop Stand,33,36.12,20.18,94,West,Retail
2026-03-05,Mechanical Keyboard,33,94.27,53.09,53,North,Online
2026-03-05,Webcam,18,60.63,33.29,78,South,Retail
2026-03-06,Smart Speaker,27,76.82,44.74,50,South,Online
2026-03-06,Wireless Headphones,26,81.94,42.96,22,North,Wholesale
2026-03-06,Office Chair,20,143.93,80.1,46,West,Retail
2026-03-06,Gaming Mouse,29,42.87,24.54,231,West,Retail
2026-03-06,LED Monitor,19,198.58,112.71,80,South,Wholesale
2026-03-06,Laptop Stand,17,35.81,21.65,59,West,Wholesale
2026-03-06,Mechanical Keyboard,19,99.57,59.7,75,North,Wholesale
2026-03-06,Webcam,14,55.26,31.85,74,North,Retail
2026-03-07,Smart Speaker,20,75.93,47.28,62,East,Retail
2026-03-07,Wireless Headphones,27,88.61,51.84,154,North,Online
2026-03-07,Office Chair,16,152.54,84.36,50,South,Wholesale
2026-03-07,Gaming Mouse,43,38.39,25.08,120,South,Online
2026-03-07,LED Monitor,12,196.36,118.74,24,North,Retail
2026-03-07,Laptop Stand,27,35.94,22.4,73,South,Online
2026-03-07,Mechanical Keyboard,26,99.47,55.58,103,South,Online
2026-03-07,Webcam,19,59.36,35.93,66,West,Retail
2026-03-08,Smart Speaker,14,73.51,44.78,79,East,Wholesale
2026-03-08,Wireless Headphones,29,89.96,49.49,119,North,Online
2026-03-08,Office Chair,13,157.37,83.17,47,South,Online
2026-03-08,Gaming Mouse,41,41.71,25.28,83,East,Online
2026-03-08,LED Monitor,17,199.36,116.53,58,East,Online
2026-03-08,Laptop Stand,25,34.58,17.99,76,North,Online
2026-03-08,Mechanical Keyboard,29,88.67,52.2,145,West,Online
2026-03-08,Webcam,19,58.87,35.04,47,North,Retail
2026-03-09,Smart Speaker,25,69.06,41.78,56,East,Wholesale
2026-03-09,Wireless Headphones,27,93.46,54.9,78,South,Wholesale
2026-03-09,Office Chair,15,168.0,90.8,69,West,Online
2026-03-09,Gaming Mouse,46,42.92,24.9,159,East,Online
2026-03-09,LED Monitor,21,207.9,121.16,46,South,Retail
2026-03-09,Laptop Stand,30,34.89,19.87,46,West,Online
2026-03-09,Mechanical Keyboard,22,91.68,50.12,56,North,Wholesale
2026-03-09,Webcam,21,57.67,34.09,74,East,Retail
2026-03-10,Smart Speaker,16,71.08,42.41,80,East,Online
2026-03-10,Wireless Headphones,23,87.52,49.98,105,West,Online
2026-03-10,Office Chair,17,154.38,95.9,87,South,Online
2026-03-10,Gaming Mouse,38,43.17,25.8,92,East,Online
2026-03-10,LED Monitor,14,197.87,106.1,75,South,Retail
2026-03-10,Laptop Stand,30,36.4,21.19,63,West,Online
2026-03-10,Mechanical Keyboard,32,94.57,54.91,60,North,Wholesale
2026-03-10,Webcam,22,56.45,32.75,57,South,Wholesale
2026-03-11,Smart Speaker,24,70.42,41.9,136,East,Online
2026-03-11,Wireless Headphones,26,88.16,51.05,98,North,Retail
2026-03-11,Office Chair,15,150.03,91.3,23,West,Retail
2026-03-11,Gaming Mouse,37,40.34,24.14,121,East,Wholesale
2026-03-11,LED Monitor,17,189.32,107.28,56,West,Wholesale
2026-03-11,Laptop Stand,21,36.6,20.25,63,East,Wholesale
2026-03-11,Mechanical Keyboard,16,97.08,57.23,51,South,Retail
2026-03-11,Webcam,26,61.98,37.93,124,East,Wholesale
2026-03-12,Smart Speaker,17,73.86,44.62,9,South,Online
2026-03-12,Wireless Headphones,27,90.11,52.88,61,North,Online
2026-03-12,Office Chair,12,152.69,82.77,44,South,Wholesale
2026-03-12,Gaming Mouse,41,41.96,24.05,203,South,Online
2026-03-12,LED Monitor,18,193.95,105.62,58,North,Retail
2026-03-12,Laptop Stand,19,34.28,19.35,42,North,Retail
2026-03-12,Mechanical Keyboard,27,95.59,57.02,58,East,Online
